ra,dec,j_m,h_m,k_m
268.437239,-29.590595,5.172,4.052,3.557
121.825189,-36.905193,5.014,4.147,3.557
99.440309,-43.195946,3.514,3.49,3.557
250.632455,-52.234066,5.13,3.961,3.557
84.092954,-66.290329,4.875,3.796,3.557
170.533897,-65.172905,5.248,4.065,3.557
132.583592,9.271512,4.447,3.735,3.557
174.190299,-24.439156,4.624,3.627,3.558
264.605908,-35.016792,5.981,4.357,3.558
108.04091,-18.482632,4.767,3.72,3.558
129.680455,-47.787895,4.725,3.711,3.558
79.363228,54.980366,5.012,3.901,3.558
24.949114,-56.193371,3.573,6.684,3.558
224.29857,16.388166,3.978,3.591,3.558
259.233576,-39.444118,6.065,4.283,3.558
160.855734,-60.332283,4.654,3.707,3.558
95.826708,-7.451415,5.147,4.108,3.558
306.427238,-2.800357,4.407,3.644,3.559
131.116373,-32.020992,4.558,3.667,3.559
247.403042,-5.296467,5.08,3.795,3.559
304.628182,35.032356,4.69,3.808,3.559
281.125573,60.349068,4.599,3.718,3.559
145.259139,-57.25948,4.252,3.573,3.559
41.300911,58.090141,5.003,3.926,3.559
56.539025,6.803508,4.256,3.781,3.559
37.053492,58.619144,5.335,4.22,3.559
285.178518,-17.216316,4.573,3.761,3.559
261.139414,-27.887135,4.978,3.795,3.56
142.28714,-2.768989,3.907,3.582,3.56
145.095068,-33.522858,5.145,4.095,3.56
68.7774,37.604656,5.063,3.963,3.56
38.304284,47.741245,4.632,3.765,3.56
276.04214,-8.126934,5.057,3.941,3.56
269.459709,21.95805,4.944,4.059,3.56
286.234933,-4.040862,4.388,3.638,3.56
299.470023,23.624689,5.093,4.215,3.56
294.031083,35.21365,4.516,3.699,3.561
138.937879,-37.413151,3.857,3.588,3.561
252.458453,-10.783024,3.836,3.581,3.561
215.507921,-44.395649,4.985,3.837,3.561
227.366902,-44.078171,4.838,3.913,3.561
91.014214,34.374371,4.667,3.778,3.561
309.96569,-62.907791,4.352,3.585,3.561
181.923345,-28.969816,4.843,3.752,3.562
90.666445,-5.063595,5.204,4.293,3.562
334.974911,25.724033,4.449,3.72,3.562
256.709441,-45.786552,4.846,NULL,3.562
329.783828,-48.982025,4.852,3.716,3.562
249.898701,-52.417404,4.766,3.705,3.562
97.078395,10.303942,4.319,3.689,3.562
137.597996,67.134193,3.921,3.718,3.562
124.670543,-66.03199,5.039,3.908,3.562
170.047471,-61.871361,5.707,4.373,3.562
12.889853,67.580612,4.745,3.874,3.562
269.23928,-70.359848,4.993,3.816,3.562
256.907215,-64.784378,5.155,3.943,3.562
97.790343,-16.642054,4.95,3.855,3.562
198.856648,-69.679321,4.307,3.603,3.562
87.905496,-6.64069,4.957,3.843,3.563
134.443314,-3.281882,5.02,3.954,3.563
261.599818,-33.06337,4.945,3.812,3.563
134.79543,46.574581,4.897,3.841,3.563
153.507291,-43.266979,4.814,3.734,3.563
189.68678,-45.246262,4.765,3.671,3.563
272.180449,-29.379999,5.222,3.827,3.563
283.537759,6.432956,5.787,4.426,3.563
330.946508,64.627998,3.476,3.369,3.563
320.061062,36.806717,4.844,3.899,3.563
94.918718,68.298424,5.115,4.037,3.563
49.170393,58.398121,5.651,4.386,3.563
213.610631,-59.62487,5.14,3.983,3.563
359.551827,36.025593,4.883,4.02,3.563
74.776389,-13.065222,4.697,3.721,3.563
292.196373,-16.12937,4.997,3.894,3.564
76.445099,-6.801756,4.968,3.773,3.564
38.390212,31.40847,4.443,3.669,3.564
332.840226,39.711548,4.635,3.726,3.564
158.793438,-43.664642,4.171,3.602,3.564
276.253943,-6.84931,5.215,4.167,3.564
271.262946,-30.521597,5.454,4.371,3.564
260.580947,-53.161648,5.636,4.413,3.564
286.56225,-4.882549,3.522,3.477,3.564
7.178423,70.855194,5.103,3.97,3.564
90.467447,21.81809,5.412,4.237,3.564
334.249261,-23.140198,4.241,3.618,3.565
263.090994,-34.265003,5.923,4.568,3.565
122.109065,-1.031364,4.871,3.866,3.565
240.415729,-5.694937,5.031,3.823,3.565
262.277536,50.087399,4.763,3.871,3.565
247.202391,-5.44554,4.925,3.772,3.565
203.81153,-43.839199,4.992,3.852,3.565
42.427862,-69.811821,4.92,3.806,3.565
253.743946,-40.580479,4.754,3.734,3.565
236.414622,0.891097,4.252,3.609,3.565
258.338933,-37.902481,5.947,4.41,3.565
345.318323,1.084397,5.008,3.812,3.565
226.373681,11.857293,5.044,3.726,3.565
280.381469,-14.526638,5.263,4.151,3.565
243.870177,-54.650417,5.058,4.04,3.566
113.606265,14.10113,4.596,3.751,3.566
98.966204,-3.189177,4.786,3.797,3.566
275.625161,-17.533291,4.989,3.874,3.566
265.659267,-53.963619,4.789,3.756,3.566
157.866009,9.351964,4.975,3.929,3.566
187.562852,-52.0807,4.839,3.707,3.566
214.229014,-65.371109,4.845,3.867,3.566
340.36555,10.83129,3.538,3.527,3.566
133.92316,-20.100965,4.729,3.797,3.566
62.335359,-13.440152,4.895,3.818,3.566
274.494329,-30.248077,4.968,3.824,3.567
117.37966,-26.579262,4.935,3.747,3.567
312.809727,36.892159,5.353,4.322,3.567
235.853583,-15.043196,4.291,3.628,3.567
241.49153,-35.926411,5.104,3.868,3.567
208.623534,-58.506878,5.239,3.956,3.567
259.420435,-46.73513,4.988,3.844,3.567
288.095156,1.552445,4.942,4.074,3.567
28.186168,-54.011421,4.842,3.69,3.567
350.915962,60.333508,5.151,4.03,3.567
299.340899,44.980099,5.128,4.061,3.567
160.877749,-63.48407,5.457,4.189,3.567
287.033056,15.148486,5.048,3.992,3.567
90.722873,43.378338,4.123,3.705,3.567
260.720424,-29.212082,5.003,3.941,3.568
272.231811,-21.402475,4.82,3.707,3.568
305.447698,-25.585442,4.963,3.886,3.568
141.945018,-6.071227,3.984,3.586,3.568
209.001604,-3.661934,4.696,3.74,3.568
132.509339,-29.463026,4.209,3.562,3.568
334.317583,-33.792442,4.66,3.747,3.568
318.822557,32.459492,4.865,4.062,3.568
331.972532,44.206207,4.581,3.819,3.568
171.487921,55.850483,4.247,3.72,3.568
243.56638,-49.093582,5.645,4.367,3.568
293.596639,27.56579,4.69,3.755,3.568
259.661607,-12.609658,4.777,3.712,3.568
207.561345,-20.86927,4.654,3.742,3.568
29.89861,21.058529,4.172,3.694,3.568
272.059307,-38.795574,5.154,3.904,3.568
273.626623,-22.807831,4.926,3.951,3.569
327.306253,25.880203,5.038,3.826,3.569
93.867225,-16.833254,4.968,3.769,3.569
262.730737,31.158152,4.128,3.717,3.569
162.43124,-9.85271,4.327,3.652,3.569
294.156483,48.516216,4.691,3.838,3.569
18.550676,35.584766,4.903,3.777,3.569
272.225199,-24.357889,5.059,4.216,3.569
256.866019,-45.817776,4.849,3.756,3.569
104.217257,11.242391,4.88,4.021,3.569
130.507881,-44.001072,5.087,4.179,3.569
150.253338,-40.915333,4.827,3.876,3.569
41.021468,44.297054,4.146,3.751,3.569
270.267075,-22.293755,5.089,3.886,3.57
273.038893,-18.826479,5.212,4.1,3.57
311.943665,16.769592,4.641,3.756,3.57
130.633555,-26.312288,4.843,3.761,3.57
319.123418,42.251759,4.449,3.743,3.57
283.827624,-10.657364,5.038,3.856,3.57
56.316218,-47.359455,4.179,3.663,3.57
256.66658,-54.077763,4.84,3.731,3.57
345.541033,-14.976189,4.843,3.712,3.57
308.86522,14.109598,4.908,3.864,3.57
255.132081,8.793231,4.956,3.852,3.57
281.907696,-68.111404,4.92,3.848,3.57
262.347566,-37.848461,5.299,3.997,3.57
223.035573,-49.135498,5.032,3.897,3.57
15.294816,26.473005,4.796,3.796,3.571
101.489431,-20.775051,4.61,3.687,3.571
55.096704,40.759914,5.07,3.938,3.571
280.056424,-8.795481,5.738,4.548,3.571
310.622727,58.702694,4.945,3.871,3.571
172.681323,-58.090038,4.983,3.815,3.571
254.489501,-36.886921,5.483,4.217,3.571
35.597867,50.289539,5.103,4.255,3.571
268.499788,-73.653793,4.976,3.876,3.571
190.767131,61.155479,4.391,3.725,3.571
286.290945,49.923134,4.514,3.82,3.571
262.838925,2.724539,4.244,3.746,3.571
257.982593,2.187301,4.786,3.822,3.571
335.643509,57.251247,5.056,3.945,3.571
32.911807,21.818939,4.876,3.804,3.571
113.076938,14.108341,4.657,3.723,3.572
44.92601,85.173859,4.721,3.828,3.572
327.171859,22.708675,4.749,4.04,3.572
304.790652,24.78684,5.099,3.963,3.572
337.223656,49.853306,4.862,3.923,3.572
3.059995,2.330637,4.96,3.899,3.572
278.43934,-10.443617,5.265,4.173,3.572
288.664297,-25.716394,5.149,3.82,3.572
68.499106,-55.045029,3.503,3.466,3.572
169.267566,-59.591019,4.872,3.865,3.572
205.663359,78.064499,4.091,3.599,3.572
45.070448,67.869446,5.503,4.216,3.572
5.303955,57.622208,5.008,3.909,3.572
268.071109,-31.328129,4.598,3.664,3.572
302.991317,-12.39242,4.379,3.693,3.573
45.598076,-23.624479,3.657,3.539,3.573
84.592466,35.624653,5.439,4.167,3.573
315.499982,32.807617,5.41,4.283,3.573
124.784123,-37.242615,5.016,4.071,3.573
274.163172,-45.110405,5.014,3.874,3.573
291.347858,-45.011852,4.794,3.714,3.573
248.791821,-51.538128,4.856,3.756,3.573
209.232051,-56.924538,5.106,3.904,3.573
298.538219,77.530304,5.116,4.104,3.573
331.313563,48.919079,5.091,4.1,3.573
320.139429,60.756325,4.148,3.658,3.573
30.676513,7.791534,4.93,3.75,3.573
286.057547,-31.093348,5.196,4.145,3.573
266.069241,-26.229572,5.093,3.832,3.574
153.982214,-44.571102,4.79,3.765,3.574
190.50882,-37.943489,4.882,3.644,3.574
310.929897,47.694397,4.984,7.013,3.574
230.500481,-57.145275,4.607,3.658,3.574
280.793124,70.792854,4.585,3.718,3.574
283.442948,57.486549,4.453,3.704,3.574
129.882778,32.515591,4.543,3.7,3.574
322.341781,19.071461,4.85,3.801,3.574
318.978335,38.191303,5.034,4.309,3.574
258.098951,-28.188576,5.097,3.95,3.574
118.581134,-38.281761,5.03,3.833,3.575
133.952336,-39.83577,5.875,4.375,3.575
78.898608,-15.836661,4.944,3.925,3.575
292.241297,13.226247,5.231,4.138,3.575
283.873104,-9.954533,4.907,3.761,3.575
245.263001,-51.916378,4.954,3.819,3.575
29.921443,-66.066551,4.335,3.637,3.575
181.554213,-38.675636,4.608,3.688,3.575
11.461422,67.864868,4.76,3.87,3.575
282.899562,28.783653,4.299,3.737,3.575
244.056938,-52.617561,5.227,3.952,3.575
299.516652,45.114826,4.856,3.83,3.575
296.658606,52.801552,4.942,3.847,3.575
126.4073,-29.087543,5.051,4.035,3.575
299.008827,-30.068228,5.018,3.798,3.575
166.438677,30.59593,4.651,3.792,3.576
251.854393,-46.429138,7.273,4.924,3.576
274.221795,-56.817768,4.814,3.712,3.576
97.5174,2.41041,4.843,3.79,3.576
348.177952,-63.886925,4.936,3.801,3.576
355.892486,59.95192,4.793,NULL,3.576
135.328696,-64.924248,4.691,3.756,3.576
128.139335,53.114952,4.29,4.004,3.576
293.884948,9.207236,4.774,3.735,3.576
99.55255,73.916092,5.102,4.103,3.576
13.367611,37.418156,4.385,3.771,3.576
88.254698,17.309566,5.23,4.025,3.577
74.336993,25.628986,5.296,4.081,3.577
85.455245,-14.041453,4.811,3.888,3.577
271.545087,20.357168,4.766,3.824,3.577
173.515715,-16.045954,4.603,3.749,3.577
115.688671,-36.81987,5.155,3.913,3.577
47.892866,20.265247,4.854,3.837,3.577
195.012766,-36.182194,4.571,3.576,3.577
338.321392,-35.138687,4.702,3.7,3.577
70.699017,58.426289,4.81,3.807,3.577
90.505224,69.799255,4.863,3.921,3.577
265.368061,-30.205893,6.121,4.509,3.577
117.599246,-50.509472,4.325,3.599,3.577
25.446434,42.61343,4,3.703,3.577
125.875712,6.813183,4.671,3.773,3.577
58.142904,48.111111,4.678,3.817,3.577
89.498614,34.025879,4.928,3.891,3.577
31.701294,1.442082,4.602,3.712,3.577
120.513203,-18.782991,5.009,3.881,3.577
334.500848,-29.603973,4.874,3.968,3.577
316.153543,-33.2798,4.944,3.902,3.578
245.963854,-30.181376,4.844,3.768,3.578
348.902352,-11.632293,4.854,3.709,3.578
14.924865,25.039614,4.732,3.818,3.578
100.065702,-4.461291,4.76,3.737,3.578
128.183458,-38.838844,5.403,4.193,3.578
311.29523,36.811592,5.348,4.148,3.578
127.212574,48.043804,4.742,3.756,3.578
331.291455,58.429348,5.108,4.041,3.578
317.444328,18.413691,5.185,4.128,3.578
164.415382,-72.596703,4.891,3.844,3.578
34.519054,57.516312,4.255,3.7,3.578
250.053858,-33.74361,4.35,3.68,3.578
254.112334,13.252782,4.618,4.028,3.578
189.780501,21.062574,4.172,3.654,3.578
97.21781,-73.905464,5.066,3.983,3.579
280.976657,47.616199,4.634,3.787,3.579
180.086638,-10.184701,4.914,4.106,3.579
134.468706,-31.670658,4.835,3.782,3.579
325.053426,45.454857,7.185,5.072,3.579
226.259658,-39.985306,4.574,3.623,3.579
302.10852,-30.571968,4.771,3.759,3.579
232.113394,-51.597919,4.16,3.567,3.579
308.174881,-57.485245,4.845,3.754,3.579
115.907063,-50.459316,5.17,3.95,3.579
257.204641,-46.923901,4.892,3.785,3.579
233.079151,-52.975967,5.012,4.01,3.579
251.234019,-29.093525,5.007,3.841,3.579
291.45066,-2.968509,5.151,3.898,3.579
268.406857,-51.687294,4.916,3.847,3.579
298.999689,15.0471,4.313,3.632,3.58
130.327422,-35.877678,5.014,3.847,3.58
138.047648,-46.299423,5.294,3.991,3.58
318.487361,48.94907,5.163,4.16,3.58
210.694762,-54.33609,5.205,4.242,3.58
159.342675,-59.075378,5.143,4.028,3.58
217.781225,-58.674191,5.129,4.067,3.58
247.59845,-65.358536,5.035,3.851,3.58
317.81712,5.260304,4.94,3.8,3.58
243.532539,-48.932762,4.426,3.674,3.58
12.072619,7.29991,4.413,3.749,3.58
124.3194,-13.808455,4.913,3.941,3.58
86.221463,33.528545,4.691,3.853,3.581
122.550614,-35.646748,4.738,3.845,3.581
235.31449,-3.9946,4.852,3.89,3.581
23.138519,11.882623,4.692,3.853,3.581
130.056689,-44.883354,5.02,3.897,3.581
181.24926,50.28376,4.776,3.854,3.581
244.540877,68.554573,4.442,3.733,3.581
327.497536,45.062641,4.779,4.114,3.581
290.070897,7.887856,5.515,4.203,3.581
57.191016,23.525578,5.353,4.234,3.581
339.174401,13.155741,4.551,3.704,3.582
328.894255,25.037458,4.844,3.812,3.582
49.146642,32.183975,4.142,3.66,3.582
276.262969,-3.94896,5.757,4.053,3.582
334.922225,50.555569,4.691,3.928,3.582
225.268453,-57.808159,5.207,3.872,3.582
358.207378,54.220116,4.74,3.83,3.582
227.021674,-48.166691,4.786,3.743,3.582
157.840866,-53.715454,3.912,3.588,3.582
299.577832,26.924633,5.195,3.904,3.582
96.677731,-14.603366,4.411,3.642,3.582
176.696108,-15.333919,4.938,3.788,3.582
294.260896,-25.856836,4.99,3.93,3.582
253.651334,23.155264,4.925,3.874,3.582
287.979129,-14.584576,4.577,3.761,3.583
265.984895,-31.089493,5.435,4.051,3.583
356.07727,43.140617,4.83,3.852,3.583
189.912503,-44.926586,4.868,3.729,3.583
346.206879,56.549355,5.237,4.073,3.583
313.434703,-44.340714,4.724,3.679,3.583
279.509839,2.231842,5.666,4.407,3.583
269.732012,-36.85836,4.288,3.638,3.583
115.063904,6.777383,4.936,3.852,3.583
232.777011,-67.529388,4.909,3.765,3.583
241.548724,18.37031,5.012,4.103,3.583
261.460855,-39.294376,5.262,3.977,3.583
338.186478,48.650703,4.895,3.921,3.583
171.16272,-29.179827,4.796,3.716,3.584
78.62014,-35.976963,4.176,3.587,3.584
109.201132,39.650127,4.867,4.022,3.584
284.720892,-48.505882,4.526,3.648,3.584
302.941326,38.013565,5.071,4.212,3.584
357.145941,28.371023,4.666,3.739,3.584
275.627687,-0.250316,5.317,3.944,3.584
278.702214,-9.966053,5.263,4.105,3.584
332.397799,-2.02111,4.936,3.808,3.584
292.720162,11.624685,4.982,3.816,3.584
304.156441,31.028507,5.116,4.115,3.584
104.189946,8.095456,5.069,3.897,3.584
332.570114,19.568981,4.931,3.87,3.584
231.034515,-71.674789,5.037,3.846,3.584
264.258638,-82.43045,4.926,3.735,3.584
89.868044,23.754519,5.073,4,3.584
27.907369,-6.874281,4.095,3.384,3.585
76.08723,23.527168,4.515,3.71,3.585
268.755092,-25.331078,5.22,4.062,3.585
280.260043,-5.19786,5.073,4.145,3.585
322.618287,-53.955257,5.015,4.04,3.585
287.860044,8.991869,7.31,4.956,3.585
287.450602,-19.80365,4.302,3.589,3.585
235.447691,-51.471313,4.674,3.663,3.585
214.403138,-60.521122,7.613,5.071,3.585
226.050095,-48.188122,4.893,3.799,3.585
239.731294,-56.274048,5.032,4.087,3.585
219.868099,-31.65999,4.91,3.808,3.585
285.438295,-2.601379,5.302,3.985,3.585
147.651855,-18.354311,4.878,3.799,3.585
5.422839,28.90379,4.86,3.852,3.585
4.582381,44.558376,4.701,3.701,3.585
8.888948,-54.821911,4.201,3.604,3.585
99.830798,13.392237,5.03,3.864,3.585
80.561447,21.214767,4.936,3.912,3.586
123.555263,-35.490036,4.43,3.715,3.586
261.006374,-38.114422,6.074,4.577,3.586
18.592308,49.975998,5.097,4.036,3.586
37.753063,48.826408,5.748,4.295,3.586
239.02561,-59.609627,4.921,3.898,3.586
160.221137,-57.935558,4.319,3.79,3.586
253.226967,-41.842197,4.92,3.8,3.586
40.757717,48.26527,4.092,3.596,3.586
240.367013,-49.535866,6.039,4.318,3.586
212.823364,-7.74719,6.645,4.861,3.587
285.50266,-6.73568,5.264,4.013,3.587
276.694824,-13.030483,5.434,3.968,3.587
348.512525,62.239079,5.364,4.094,3.587
314.831249,21.248096,4.938,3.885,3.587
311.401218,-7.757469,4.857,3.758,3.588
279.95217,-5.308829,5.358,4.063,3.588
261.615299,-35.365337,5.226,4.012,3.588
175.262552,34.201794,3.988,3.648,3.588
309.189957,32.454651,4.95,3.927,3.588
316.82993,40.670559,5.276,4.228,3.588
234.181174,-2.826282,4.992,3.748,3.588
226.291999,-40.569294,4.712,3.719,3.588
23.52255,-28.783474,4.411,3.639,3.588
291.57012,-12.287265,4.809,3.758,3.588
281.416519,-2.575729,7.437,5.001,3.588
353.85074,36.748322,4.847,3.884,3.588
85.012097,43.324394,4.526,3.779,3.588
189.162018,-61.680149,5.751,4.37,3.588
207.323635,-62.588776,4.852,3.858,3.588
213.794747,-54.184956,5.978,4.647,3.588
224.721817,-33.581181,5.081,3.913,3.588
105.407285,-0.451058,4.768,3.893,3.588
128.156734,-14.41801,4.413,3.673,3.588
350.170457,-5.907927,4.248,3.579,3.588
73.123406,19.617104,4.98,3.901,3.589
124.016748,-27.984797,4.903,3.796,3.589
129.783094,-22.661873,4.048,3.594,3.589
278.976962,-58.480164,4.971,3.833,3.589
288.648449,9.343084,5.378,3.95,3.589
251.242556,-52.767105,6.052,4.563,3.589
8.998457,72.498756,4.829,4.127,3.589
13.891368,68.481949,5.595,4.188,3.589
187.598469,-27.0858,4.842,3.768,3.589
258.324592,-67.196587,4.305,3.563,3.589
291.302095,17.247084,6.311,4.648,3.589
306.518569,-14.980139,4.513,3.669,3.589
296.694097,-29.016273,4.97,3.904,3.59
313.8755,-3.812297,4.848,3.79,3.59
104.664032,-33.146038,4.568,3.754,3.59
249.027861,46.364231,5.04,4.052,3.59
225.517653,-8.344704,4.598,3.654,3.59
335.97572,39.220661,4.921,3.923,3.59
6.550825,-43.679886,3.739,3.585,3.59
212.432869,-56.349556,4.814,3.813,3.59
266.580477,18.630066,4.719,3.981,3.59
240.994829,-58.156174,5.233,4.355,3.59
281.176059,-29.980192,4.806,3.734,3.59
243.285577,-53.40369,5.32,4.14,3.59
272.936059,-28.032185,4.73,3.783,3.59
357.688301,68.597237,5.227,4.026,3.59
141.302867,-23.140093,4.853,3.986,3.59
47.819736,-16.024948,4.319,3.606,3.59
254.552961,-27.505514,5.091,3.869,3.591
254.569548,-26.058992,4.534,3.73,3.591
277.618799,-11.285142,5.115,3.992,3.591
202.91469,-47.841042,4.888,3.722,3.591
74.10803,56.58062,4.981,3.917,3.591
222.279401,-56.667812,4.347,3.62,3.591
286.924026,5.429537,5.568,4.035,3.591
154.520509,-59.270332,5.237,3.939,3.591
186.621768,-64.568451,5.131,3.969,3.591
263.570266,0.877075,5.169,4.02,3.591
179.261364,-67.060989,5.027,4.034,3.591
277.85139,-11.131963,6.148,4.351,3.591
271.951577,-64.550163,4.389,3.655,3.591
272.632786,-18.219168,6.264,4.449,3.592
21.468137,-3.927358,4.515,3.8,3.592
336.473118,29.427189,4.88,3.959,3.592
74.960226,-10.263282,4.119,3.552,3.592
106.196065,-22.031679,4.337,3.646,3.592
98.547692,-36.107861,4.748,4.002,3.592
318.199444,41.357555,5.15,4.229,3.592
332.955515,-5.142094,4.91,3.799,3.592
286.508282,-18.165918,4.869,3.834,3.592
288.51929,10.997972,6.984,4.932,3.592
260.758154,-47.582268,5.412,4.142,3.592
319.028237,39.875114,5.309,4.067,3.592
223.936321,-50.960159,5.167,3.894,3.592
97.896036,16.828312,4.22,3.739,3.592
327.428098,24.089117,4.771,3.778,3.593
100.450868,-6.153001,4.868,3.828,3.593
98.035639,40.430523,4.841,3.849,3.593
131.131475,-47.985916,4.804,3.8,3.593
108.894594,-27.422682,4.759,3.846,3.593
303.168977,46.963028,5.113,3.947,3.593
153.590931,-48.175175,4.891,3.807,3.593
201.610065,-41.414665,4.784,3.778,3.593
220.461311,-53.429058,4.847,3.292,3.593
239.424818,-39.11953,5.209,3.887,3.593
252.971052,-54.265667,4.929,3.854,3.593
281.210442,-0.862587,6.758,4.873,3.593
55.10492,60.781029,5.309,4.048,3.593
283.545337,18.322206,4.904,3.884,3.593
168.583928,0.886762,4.755,3.827,3.593
12.681726,64.247597,4.148,3.677,3.593
9.615427,63.235714,4.971,4.068,3.593
305.20095,45.345749,5.185,4.237,3.593
67.084136,24.117771,4.715,3.789,3.593
125.428453,17.28512,5.077,4.002,3.594
61.46936,-29.679003,4.944,3.856,3.594
112.75849,-34.98418,4.766,3.683,3.594
279.959152,3.791033,5.037,3.88,3.594
33.324343,-36.061108,4.715,3.753,3.594
318.809949,-40.50605,4.264,3.576,3.594
217.033099,-73.185707,4.723,3.781,3.594
151.005415,-63.99929,5.085,3.852,3.594
241.025846,-59.176163,4.483,3.587,3.594
209.375007,-68.005745,4.666,3.694,3.594
243.222505,-50.73954,6.524,4.642,3.594
13.54155,32.888435,4.448,3.731,3.595
40.619527,-21.465242,5.028,3.806,3.595
90.536071,27.525253,5.279,4.157,3.595
86.285317,-29.538465,4.944,3.731,3.595
120.755069,-24.69269,4.857,4.101,3.595
124.817223,-41.764797,5.124,4.194,3.595
214.65895,-53.89967,5.358,4.132,3.595
37.614725,62.52935,5.207,4.142,3.595
107.536223,62.135902,4.668,3.846,3.595
135.247547,-61.056713,4.817,3.839,3.595
347.727684,47.36829,5.193,3.972,3.595
197.981076,-55.082825,5.183,4.034,3.595
237.354011,-71.319267,4.793,3.945,3.595
194.350701,-60.250031,5.125,4.194,3.595
295.641701,11.826618,4.189,3.667,3.595
23.216244,-21.088106,4.821,3.767,3.595
263.12618,75.98848,4.969,3.981,3.595
202.815761,42.106167,4.179,3.767,3.595
272.942469,-20.210934,5.938,4.426,3.596
352.754796,-6.28804,4.413,3.646,3.596
64.972247,-17.464104,4.588,3.631,3.596
263.764976,-5.966988,5.622,4.459,3.596
240.088468,-21.491404,5.042,3.813,3.596
212.81303,32.295876,4.263,3.658,3.596
109.348082,29.701632,4.883,3.922,3.596
122.989373,-68.532829,4.795,3.792,3.596
95.776644,56.976494,4.657,4.13,3.596
169.717814,-64.497925,5.129,4.006,3.596
138.97827,-49.973434,4.442,3.807,3.596
343.951163,72.015968,4.844,3.856,3.596
285.711081,-3.04293,4.896,3.848,3.596
100.685919,-1.72538,5.158,3.901,3.596
358.983891,41.060215,5.099,3.999,3.596
343.112514,-31.833824,4.697,3.836,3.597
298.516491,27.865511,4.671,3.772,3.597
47.333893,20.76115,4.476,3.795,3.597
267.015981,20.381618,4.691,3.936,3.597
283.617916,-60.621696,4.78,3.789,3.597
311.705054,46.58226,5.008,4.2,3.597
271.715324,-31.757353,4.62,3.702,3.598
307.147297,-2.68779,4.835,3.969,3.598
52.11078,22.804106,4.144,3.676,3.598
298.065438,28.252092,4.295,3.667,3.598
298.62002,33.131386,4.682,3.769,3.598
143.561451,-37.701488,5.675,4.534,3.598
280.906426,-9.281272,5.045,3.873,3.598
96.230095,12.035895,4.964,3.837,3.598
341.898568,-65.560287,4.399,3.667,3.598
34.893225,58.399151,5.2,4.284,3.598
103.26045,14.15131,4.963,3.928,3.598
281.383689,36.300697,5.073,3.98,3.598
292.426501,51.729805,3.735,3.691,3.598
346.98059,32.399021,5.013,3.981,3.598
219.127742,-28.256304,4.839,3.888,3.599
110.343672,-3.28858,4.738,3.79,3.599
283.283157,-4.056329,4.682,3.845,3.599
280.58212,-4.839411,5.549,4.176,3.599
321.288324,-7.103494,4.946,3.831,3.599
347.680543,57.265163,5.11,3.834,3.599
93.244196,59.885986,4.91,3.873,3.599
288.753345,-48.962654,4.72,3.718,3.599
346.792367,41.67292,5.234,4.06,3.599
117.081313,-56.471066,4.532,3.716,3.599
143.412659,-58.557865,4.929,3.913,3.599
121.112877,-35.253281,5.088,4.113,3.599
316.179267,-77.023788,4.035,3.628,3.599
268.213814,-48.891041,5.099,3.887,3.599
253.30582,10.874497,4.72,3.828,3.599
237.104061,-13.499298,4.537,3.715,3.599
133.570452,-15.049261,4.895,3.897,3.599
195.295963,-66.990509,4.821,3.92,3.599
85.660653,22.022129,5.018,4.007,3.6
66.745956,-70.900246,5.061,3.871,3.6
106.997343,-11.596548,4.794,3.85,3.6
151.301394,-3.517326,4.713,3.73,3.6
52.412958,84.0467,4.813,3.792,3.6
188.392729,-12.830233,4.151,3.616,3.6
8.952902,49.021111,4.618,3.769,3.6
174.451559,-67.620377,4.323,3.673,3.6
222.243676,-71.560242,5.044,3.93,3.6
29.484631,-78.509087,4.988,3.85,3.6
279.204993,-13.865609,5.384,4.188,3.6
265.156452,43.470638,4.515,3.817,3.601
129.579978,-26.433392,4.806,3.73,3.601
310.915871,32.878605,4.82,3.926,3.601
148.263689,-35.968243,4.875,3.721,3.601
246.582211,-45.791439,4.679,3.733,3.601
256.563148,-42.764725,5.461,4.02,3.601
290.153634,-27.999447,4.797,3.755,3.601
287.707237,10.345736,4.406,3.656,3.601
307.396042,31.103861,4.999,3.985,3.601
100.228897,36.784988,4.986,3.938,3.601
337.876713,67.39653,4.906,4.1,3.601
325.339188,34.700695,4.938,3.988,3.601
106.396768,13.709783,4.72,3.758,3.601
135.606226,-46.850056,5.237,4.147,3.601
232.706516,-63.887264,5.377,4.226,3.601
207.437103,-12.551456,4.764,3.712,3.601
278.143781,9.956126,5.006,3.886,3.601
108.256469,0.019546,5.073,4.012,3.602
81.677089,-6.497971,4.855,3.834,3.602
50.350055,-23.635138,4.111,3.558,3.602
88.128066,-45.36256,5.436,4.214,3.602
348.288093,43.76545,4.905,3.932,3.602
2.873763,40.553627,4.892,3.885,3.602
16.624985,57.566799,5.12,3.979,3.602
252.409457,12.295032,4.8,3.895,3.602
114.768222,11.871044,4.643,3.743,3.602
284.609146,15.590506,4.808,3.995,3.602
356.46689,56.932972,5.188,4.063,3.602
348.302097,41.48288,4.714,3.818,3.602
277.736519,-51.517849,4.782,3.747,3.602
308.523202,-65.609116,5.034,3.96,3.602
265.272847,24.513277,4.301,3.892,3.602
314.403696,20.850042,5.113,3.995,3.602
336.13279,60.213081,4.862,3.864,3.602
296.90998,12.156585,5.018,3.888,3.602
110.90034,-13.152863,5.027,3.852,3.602
95.995057,-9.068837,4.783,3.747,3.602
62.856698,-15.968361,4.672,3.69,3.602
